flight_id,flight_date,terminal,aircraft_type,arrival_time,scheduled_turnaround_min,actual_turnaround_min,delay_minutes,departure_time
FL04758,2024-11-19,T2,B737,07:59:00,55,78,23,09:17:00
FL04759,2024-10-04,T3,B737,09:32:00,40,43,3,10:15:00
FL04760,2024-05-18,T1,A321,07:37:00,50,71,21,08:48:00
FL04761,2024-12-06,T2,B737,06:04:00,45,62,17,07:06:00
FL04762,2024-08-19,T2,B737,14:18:00,50,54,4,15:12:00
FL04763,2024-08-20,T2,A320,05:50:00,45,64,19,06:54:00
FL04764,2024-03-20,T2,A321,23:43:00,40,61,21,00:44:00
FL04765,2024-02-24,T3,B787,04:12:00,45,62,17,05:14:00
FL04766,2024-10-17,T1,B787,13:00:00,55,71,16,14:11:00
FL04767,2024-02-03,T1,B787,13:22:00,50,66,16,14:28:00
FL04768,2024-11-24,T2,B737,16:51:00,45,52,7,17:43:00
FL04769,2024-11-28,T1,A321,07:38:00,55,66,11,08:44:00
FL04770,2024-09-08,T1,B787,15:16:00,45,52,7,16:08:00
FL04771,2024-05-04,T3,B737,08:18:00,55,56,1,09:14:00
FL04772,2024-01-11,T1,B787,15:49:00,55,69,14,16:58:00
FL04773,2024-11-12,T1,A320,08:27:00,55,77,22,09:44:00
FL04774,2024-05-01,T1,B737,22:07:00,50,70,20,23:17:00
FL04775,2024-02-04,T1,B787,08:20:00,50,47,0,09:07:00
FL04776,2024-03-09,T2,B737,13:22:00,50,45,0,14:07:00
FL04777,2024-11-08,T3,A321,09:57:00,55,72,17,11:09:00
FL04778,2024-05-18,T3,B737,02:45:00,50,54,4,03:39:00
FL04779,2024-01-12,T3,A321,23:58:00,45,54,9,00:52:00
FL04780,2024-05-04,T1,B787,07:41:00,55,62,7,08:43:00
FL04781,2024-10-25,T2,A320,15:19:00,45,64,19,16:23:00
FL04782,2024-05-26,T3,B787,01:53:00,50,61,11,02:54:00
FL04783,2024-03-17,T2,B787,16:31:00,45,68,23,17:39:00
FL04784,2024-03-08,T3,A321,22:59:00,50,62,12,00:01:00
FL04785,2024-07-24,T2,B787,03:26:00,45,49,4,04:15:00
FL04786,2024-08-23,T1,B737,20:58:00,40,54,14,21:52:00
FL04787,2024-02-28,T1,A321,22:58:00,45,48,3,23:46:00
FL04788,2024-09-14,T3,A320,08:34:00,55,75,20,09:49:00
FL04789,2024-09-10,T3,B737,20:31:00,50,68,18,21:39:00
FL04790,2024-08-30,T3,A320,11:48:00,55,50,0,12:38:00
FL04791,2024-10-03,T1,B787,19:08:00,40,46,6,19:54:00
FL04792,2024-08-07,T1,A320,02:17:00,40,45,5,03:02:00
FL04793,2024-08-12,T3,B787,05:38:00,55,60,5,06:38:00
FL04794,2024-04-10,T3,B737,08:56:00,50,59,9,09:55:00
FL04795,2024-12-07,T1,B737,01:07:00,50,64,14,02:11:00
FL04796,2024-05-01,T3,A321,06:22:00,45,53,8,07:15:00
FL04797,2024-08-05,T3,B737,00:18:00,45,48,3,01:06:00
FL04798,2024-03-15,T3,B787,11:22:00,40,36,0,11:58:00
FL04799,2024-11-26,T1,A321,01:13:00,55,51,0,02:04:00
FL04800,2024-08-24,T1,B787,09:32:00,45,61,16,10:33:00
FL04801,2024-12-04,T2,A320,15:38:00,45,55,10,16:33:00
FL04802,2024-08-27,T2,A321,21:39:00,45,45,0,22:24:00
FL04803,2024-06-13,T2,B787,17:51:00,40,47,7,18:38:00
FL04804,2024-11-29,T2,B787,03:30:00,45,45,0,04:15:00
FL04805,2024-06-05,T3,B737,14:14:00,45,65,20,15:19:00
FL04806,2024-07-29,T1,A321,10:50:00,50,45,0,11:35:00
FL04807,2024-10-03,T1,B787,16:33:00,40,59,19,17:32:00
FL04808,2024-08-03,T2,B737,11:34:00,50,72,22,12:46:00
FL04809,2024-08-05,T3,A320,08:59:00,40,47,7,09:46:00
FL04810,2024-08-20,T1,A321,20:14:00,50,46,0,21:00:00
FL04811,2024-01-12,T1,A321,22:18:00,50,67,17,23:25:00
FL04812,2024-03-23,T3,A321,15:00:00,50,45,0,15:45:00
FL04813,2024-04-22,T3,A321,12:59:00,50,45,0,13:44:00
FL04814,2024-09-27,T2,B787,18:56:00,45,50,5,19:46:00
FL04815,2024-07-13,T2,A320,02:49:00,55,65,10,03:54:00
FL04816,2024-05-20,T3,B737,17:17:00,45,48,3,18:05:00
FL04817,2024-05-03,T1,B787,04:47:00,45,46,1,05:33:00
FL04818,2024-05-20,T3,B787,03:08:00,50,58,8,04:06:00
FL04819,2024-07-26,T3,A321,15:13:00,40,39,0,15:52:00
FL04820,2024-04-24,T1,B787,19:38:00,40,60,20,20:38:00
FL04821,2024-07-24,T1,A320,11:33:00,55,68,13,12:41:00
FL04822,2024-10-14,T2,B787,14:47:00,50,68,18,15:55:00
FL04823,2024-12-20,T3,B787,07:50:00,50,61,11,08:51:00
FL04824,2024-12-08,T2,B737,18:18:00,55,57,2,19:15:00
FL04825,2024-05-28,T3,B787,04:36:00,45,68,23,05:44:00
FL04826,2024-07-28,T3,A320,15:39:00,50,48,0,16:27:00
FL04827,2024-04-21,T1,A321,22:46:00,55,51,0,23:37:00
FL04828,2024-05-21,T3,A321,09:30:00,45,62,17,10:32:00
FL04829,2024-01-24,T3,A320,14:16:00,45,59,14,15:15:00
FL04830,2024-02-18,T1,A321,16:40:00,50,57,7,17:37:00
FL04831,2024-10-14,T1,A321,20:05:00,40,54,14,20:59:00
FL04832,2024-11-26,T1,B787,07:37:00,55,55,0,08:32:00
FL04833,2024-12-30,T3,A320,15:17:00,40,52,12,16:09:00
FL04834,2024-01-11,T1,B737,13:52:00,55,54,0,14:46:00
FL04835,2024-07-06,T3,B787,18:07:00,50,69,19,19:16:00
FL04836,2024-03-08,T2,A320,13:58:00,45,51,6,14:49:00
FL04837,2024-03-30,T1,B787,21:23:00,45,58,13,22:21:00
FL04838,2024-04-19,T2,A320,03:12:00,40,54,14,04:06:00
FL04839,2024-06-12,T2,A321,10:15:00,45,68,23,11:23:00
FL04840,2024-07-24,T1,B737,06:45:00,40,53,13,07:38:00
FL04841,2024-02-01,T1,B787,15:42:00,50,59,9,16:41:00
FL04842,2024-11-22,T3,A321,12:00:00,55,56,1,12:56:00
FL04843,2024-03-14,T1,A320,01:32:00,50,73,23,02:45:00
FL04844,2024-09-07,T2,B787,07:09:00,45,68,23,08:17:00
FL04845,2024-12-20,T2,B737,10:53:00,50,63,13,11:56:00
FL04846,2024-01-21,T2,B737,23:47:00,50,67,17,00:54:00
FL04847,2024-10-22,T3,B787,07:13:00,45,60,15,08:13:00
FL04848,2024-10-24,T3,A321,18:55:00,45,42,0,19:37:00
FL04849,2024-11-23,T1,B737,06:14:00,40,35,0,06:49:00
FL04850,2024-10-28,T1,B787,18:02:00,55,70,15,19:12:00
FL04851,2024-12-03,T1,B787,17:46:00,50,69,19,18:55:00
FL04852,2024-03-13,T2,B787,03:26:00,50,54,4,04:20:00
FL04853,2024-02-10,T2,A320,12:59:00,45,43,0,13:42:00
FL04854,2024-04-03,T2,B737,21:59:00,55,65,10,23:04:00
FL04855,2024-05-11,T1,B787,19:01:00,50,69,19,20:10:00
FL04856,2024-04-08,T1,A320,08:51:00,40,46,6,09:37:00
FL04857,2024-02-22,T2,A320,20:45:00,40,61,21,21:46:00
FL04858,2024-08-16,T1,A320,02:45:00,45,49,4,03:34:00
FL04859,2024-05-07,T3,A321,10:42:00,50,47,0,11:29:00
FL04860,2024-07-30,T1,A321,19:39:00,40,42,2,20:21:00
FL04861,2024-10-11,T2,B787,20:07:00,50,49,0,20:56:00
FL04862,2024-10-05,T1,A321,01:29:00,45,61,16,02:30:00
FL04863,2024-12-06,T3,B737,18:37:00,45,55,10,19:32:00
FL04864,2024-06-07,T2,B737,00:12:00,55,53,0,01:05:00
FL04865,2024-12-17,T1,B787,16:12:00,50,60,10,17:12:00
FL04866,2024-08-20,T1,B787,13:24:00,40,56,16,14:20:00
FL04867,2024-03-11,T1,B737,15:44:00,45,42,0,16:26:00
FL04868,2024-07-23,T1,B787,12:21:00,50,67,17,13:28:00
FL04869,2024-07-07,T3,B787,14:35:00,50,48,0,15:23:00
FL04870,2024-05-30,T1,B787,19:33:00,40,50,10,20:23:00
FL04871,2024-01-08,T1,A321,10:59:00,45,44,0,11:43:00
FL04872,2024-11-27,T2,B787,17:11:00,55,71,16,18:22:00
FL04873,2024-04-09,T3,B787,17:32:00,50,65,15,18:37:00
FL04874,2024-01-16,T2,A320,04:55:00,45,69,24,06:04:00
FL04875,2024-06-02,T3,A320,16:25:00,55,77,22,17:42:00
FL04876,2024-06-05,T1,B787,15:25:00,45,57,12,16:22:00
FL04877,2024-04-02,T3,A321,10:39:00,45,67,22,11:46:00
FL04878,2024-09-18,T2,A320,05:39:00,50,72,22,06:51:00
FL04879,2024-02-06,T1,A320,10:27:00,50,71,21,11:38:00
FL04880,2024-06-09,T2,B787,07:18:00,40,54,14,08:12:00
FL04881,2024-12-16,T2,A321,19:27:00,40,42,2,20:09:00
FL04882,2024-06-22,T3,B787,15:41:00,45,47,2,16:28:00
FL04883,2024-11-12,T1,A320,13:49:00,50,51,1,14:40:00
FL04884,2024-01-18,T2,A321,08:38:00,45,49,4,09:27:00
FL04885,2024-12-16,T2,B787,16:15:00,50,46,0,17:01:00
FL04886,2024-01-16,T3,B737,17:48:00,55,79,24,19:07:00
FL04887,2024-12-25,T2,A320,15:54:00,50,64,14,16:58:00
FL04888,2024-09-26,T1,B787,21:02:00,45,64,19,22:06:00
FL04889,2024-12-24,T1,A321,15:51:00,40,40,0,16:31:00
FL04890,2024-03-08,T3,B737,15:43:00,50,59,9,16:42:00
FL04891,2024-01-30,T2,B787,02:34:00,45,53,8,03:27:00
FL04892,2024-11-11,T3,B787,20:04:00,55,77,22,21:21:00
FL04893,2024-11-04,T3,A320,20:38:00,40,61,21,21:39:00
FL04894,2024-08-12,T2,B787,01:27:00,40,42,2,02:09:00
FL04895,2024-06-12,T1,B737,21:19:00,55,58,3,22:17:00
FL04896,2024-11-15,T3,B787,18:16:00,50,49,0,19:05:00
FL04897,2024-01-14,T1,A320,15:30:00,55,54,0,16:24:00
FL04898,2024-10-05,T1,B737,02:58:00,45,48,3,03:46:00
FL04899,2024-06-04,T2,B737,03:31:00,55,71,16,04:42:00
FL04900,2024-05-01,T2,A320,20:57:00,40,41,1,21:38:00
FL04901,2024-09-19,T1,A321,07:44:00,50,52,2,08:36:00
FL04902,2024-06-18,T1,B737,20:46:00,45,67,22,21:53:00
FL04903,2024-01-10,T1,A321,10:30:00,50,68,18,11:38:00
FL04904,2024-06-20,T3,B737,13:44:00,55,64,9,14:48:00
FL04905,2024-12-23,T1,B737,21:27:00,55,78,23,22:45:00
FL04906,2024-01-13,T3,A320,20:30:00,45,42,0,21:12:00
FL04907,2024-07-31,T2,B787,10:06:00,55,70,15,11:16:00
FL04908,2024-06-09,T2,B737,14:44:00,50,71,21,15:55:00
FL04909,2024-08-19,T1,B787,06:05:00,55,66,11,07:11:00
FL04910,2024-06-08,T2,B737,04:35:00,50,63,13,05:38:00
FL04911,2024-05-06,T1,A321,06:19:00,55,67,12,07:26:00
FL04912,2024-02-17,T3,B787,22:12:00,45,49,4,23:01:00
FL04913,2024-09-17,T1,A321,21:31:00,50,46,0,22:17:00
FL04914,2024-03-01,T2,B787,15:44:00,45,41,0,16:25:00
FL04915,2024-05-01,T1,B787,18:07:00,40,51,11,18:58:00
FL04916,2024-03-30,T2,A321,13:29:00,40,49,9,14:18:00
FL04917,2024-12-24,T3,A320,22:53:00,55,76,21,00:09:00
FL04918,2024-09-11,T2,A321,15:24:00,50,60,10,16:24:00
FL04919,2024-03-30,T2,A320,08:13:00,55,55,0,09:08:00
FL04920,2024-01-03,T2,A320,18:41:00,45,59,14,19:40:00
FL04921,2024-10-06,T2,B787,18:14:00,55,75,20,19:29:00
FL04922,2024-04-26,T2,A321,06:03:00,40,36,0,06:39:00
FL04923,2024-04-07,T2,B737,09:29:00,45,54,9,10:23:00
FL04924,2024-06-10,T1,B737,12:42:00,40,55,15,13:37:00
FL04925,2024-12-05,T3,A321,04:35:00,45,57,12,05:32:00
FL04926,2024-10-24,T1,B737,00:49:00,45,47,2,01:36:00
FL04927,2024-10-23,T3,A320,23:01:00,40,38,0,23:39:00
FL04928,2024-03-22,T1,A321,12:07:00,55,77,22,13:24:00
FL04929,2024-12-23,T3,A320,15:05:00,40,64,24,16:09:00
FL04930,2024-05-27,T3,B787,15:27:00,50,49,0,16:16:00
FL04931,2024-01-06,T1,A321,09:23:00,45,47,2,10:10:00
FL04932,2024-07-03,T1,B737,13:02:00,50,66,16,14:08:00
FL04933,2024-09-08,T3,B737,08:04:00,40,51,11,08:55:00
FL04934,2024-01-25,T2,A320,18:27:00,40,40,0,19:07:00
FL04935,2024-02-10,T3,B787,09:43:00,55,64,9,10:47:00
FL04936,2024-06-17,T2,B737,21:59:00,45,40,0,22:39:00
FL04937,2024-01-03,T3,B737,03:55:00,55,60,5,04:55:00
FL04938,2024-12-29,T2,B787,00:55:00,45,45,0,01:40:00
FL04939,2024-06-19,T1,A320,05:59:00,40,57,17,06:56:00
FL04940,2024-02-26,T1,A320,01:49:00,50,50,0,02:39:00
FL04941,2024-03-23,T2,B787,03:11:00,45,59,14,04:10:00
FL04942,2024-11-25,T2,B787,15:03:00,45,59,14,16:02:00
FL04943,2024-06-27,T2,A320,18:36:00,50,74,24,19:50:00
FL04944,2024-05-12,T2,A321,14:21:00,40,52,12,15:13:00
FL04945,2024-03-26,T1,A320,09:27:00,40,52,12,10:19:00
FL04946,2024-12-18,T3,A321,18:03:00,40,41,1,18:44:00
FL04947,2024-09-27,T1,A321,10:49:00,55,75,20,12:04:00
FL04948,2024-12-09,T3,A321,00:38:00,40,58,18,01:36:00
FL04949,2024-04-03,T1,A320,17:52:00,50,60,10,18:52:00
FL04950,2024-12-21,T2,B787,10:36:00,55,71,16,11:47:00
FL04951,2024-09-06,T1,A321,17:16:00,40,56,16,18:12:00
FL04952,2024-10-21,T1,B787,00:35:00,45,62,17,01:37:00
FL04953,2024-07-16,T2,B787,01:40:00,45,58,13,02:38:00
FL04954,2024-03-19,T2,B737,18:29:00,45,51,6,19:20:00
FL04955,2024-06-14,T1,B787,20:46:00,50,70,20,21:56:00
FL04956,2024-02-08,T1,A320,22:41:00,50,74,24,23:55:00
FL04957,2024-11-03,T3,A320,02:45:00,45,57,12,03:42:00
FL04958,2024-08-01,T3,A321,06:22:00,55,53,0,07:15:00
FL04959,2024-05-10,T1,A320,23:19:00,40,36,0,23:55:00
FL04960,2024-06-05,T3,A321,13:09:00,40,57,17,14:06:00
FL04961,2024-06-07,T2,A320,00:30:00,40,63,23,01:33:00
FL04962,2024-11-17,T1,A321,23:18:00,40,63,23,00:21:00
FL04963,2024-08-14,T1,A320,00:10:00,45,48,3,00:58:00
FL04964,2024-02-14,T3,A320,22:05:00,40,41,1,22:46:00
FL04965,2024-07-19,T1,A321,01:35:00,50,56,6,02:31:00
FL04966,2024-01-22,T1,B787,20:13:00,40,39,0,20:52:00
FL04967,2024-12-04,T2,B737,07:32:00,55,61,6,08:33:00
FL04968,2024-08-29,T1,A320,03:11:00,40,50,10,04:01:00
FL04969,2024-08-16,T3,B787,08:05:00,55,68,13,09:13:00
FL04970,2024-08-25,T2,B737,21:29:00,45,51,6,22:20:00
FL04971,2024-05-28,T3,B737,19:11:00,55,50,0,20:01:00
FL04972,2024-09-29,T1,A320,03:57:00,40,35,0,04:32:00
FL04973,2024-03-07,T3,B787,22:58:00,55,68,13,00:06:00
FL04974,2024-01-07,T3,A320,18:55:00,45,59,14,19:54:00
FL04975,2024-08-20,T2,A321,22:46:00,45,69,24,23:55:00
FL04976,2024-12-22,T1,A321,19:28:00,40,46,6,20:14:00
FL04977,2024-10-18,T2,B737,18:08:00,45,44,0,18:52:00
FL04978,2024-09-12,T1,A321,21:10:00,55,78,23,22:28:00
FL04979,2024-03-07,T2,B787,12:14:00,50,53,3,13:07:00
FL04980,2024-09-06,T1,A321,16:30:00,45,51,6,17:21:00
FL04981,2024-03-17,T2,A321,13:44:00,55,51,0,14:35:00
FL04982,2024-03-27,T1,B787,01:45:00,45,52,7,02:37:00
FL04983,2024-09-08,T2,B787,03:00:00,40,38,0,03:38:00
FL04984,2024-08-09,T3,A321,03:03:00,40,53,13,03:56:00
FL04985,2024-03-12,T2,B787,03:45:00,45,47,2,04:32:00
FL04986,2024-07-20,T3,A320,12:56:00,50,57,7,13:53:00
FL04987,2024-02-28,T2,A321,13:09:00,50,45,0,13:54:00
FL04988,2024-10-02,T3,B737,18:32:00,55,66,11,19:38:00
FL04989,2024-08-08,T1,B787,11:27:00,55,74,19,12:41:00
FL04990,2024-06-05,T3,B787,08:49:00,45,56,11,09:45:00
FL04991,2024-06-29,T1,A320,23:14:00,55,53,0,00:07:00
FL04992,2024-07-31,T3,A320,16:11:00,45,47,2,16:58:00
FL04993,2024-05-08,T1,B737,15:35:00,45,69,24,16:44:00
FL04994,2024-08-30,T3,A320,23:42:00,45,59,14,00:41:00
FL04995,2024-06-20,T2,A320,01:45:00,40,39,0,02:24:00
FL04996,2024-12-30,T1,B737,21:34:00,45,55,10,22:29:00
FL04997,2024-09-26,T1,A321,13:50:00,45,41,0,14:31:00
FL04998,2024-06-11,T3,A320,11:18:00,50,69,19,12:27:00
FL04999,2024-01-24,T2,A321,14:08:00,55,75,20,15:23:00
FL05000,2024-07-11,T1,B737,17:35:00,45,48,3,18:23:00
FL05001,2024-12-31,T1,A320,06:32:00,45,52,7,07:24:00
FL05002,2024-10-20,T2,B787,00:39:00,45,58,13,01:37:00
FL05003,2024-05-08,T2,A321,10:59:00,45,63,18,12:02:00
FL05004,2024-02-10,T2,B737,20:41:00,45,48,3,21:29:00
FL05005,2024-01-31,T1,B787,16:20:00,50,47,0,17:07:00
FL05006,2024-02-05,T3,A320,18:25:00,40,64,24,19:29:00
FL05007,2024-12-26,T3,A320,14:04:00,40,35,0,14:39:00
FL05008,2024-09-09,T1,A321,03:20:00,50,62,12,04:22:00
FL05009,2024-12-30,T1,A320,07:26:00,45,69,24,08:35:00
FL05010,2024-08-02,T1,B787,17:41:00,50,59,9,18:40:00
FL05011,2024-10-13,T1,A321,20:34:00,45,63,18,21:37:00
FL05012,2024-09-12,T2,A321,07:23:00,55,50,0,08:13:00
FL05013,2024-07-04,T1,A320,22:30:00,40,49,9,23:19:00
FL05014,2024-03-01,T1,B737,12:40:00,40,57,17,13:37:00
FL05015,2024-09-18,T1,B787,03:46:00,55,67,12,04:53:00
FL05016,2024-10-02,T2,A320,00:47:00,55,68,13,01:55:00
FL05017,2024-04-20,T2,B737,17:21:00,40,54,14,18:15:00
FL05018,2024-11-12,T2,A321,15:11:00,55,79,24,16:30:00
FL05019,2024-05-20,T1,A321,03:06:00,55,68,13,04:14:00
FL05020,2024-08-20,T2,A320,05:44:00,45,59,14,06:43:00
FL05021,2024-01-23,T1,B787,03:43:00,55,62,7,04:45:00
FL05022,2024-03-19,T1,A320,13:49:00,45,44,0,14:33:00
FL05023,2024-01-31,T3,A320,08:07:00,55,78,23,09:25:00
FL05024,2024-01-04,T2,A321,14:36:00,50,66,16,15:42:00
FL05025,2024-04-27,T3,B787,14:08:00,45,44,0,14:52:00
FL05026,2024-03-06,T3,A320,20:52:00,45,64,19,21:56:00
FL05027,2024-10-13,T2,B737,23:33:00,40,64,24,00:37:00
FL05028,2024-06-24,T2,B737,16:18:00,55,60,5,17:18:00
FL05029,2024-05-02,T3,B787,16:56:00,45,49,4,17:45:00
FL05030,2024-08-18,T1,A321,03:07:00,50,69,19,04:16:00
FL05031,2024-02-12,T3,A321,04:29:00,50,50,0,05:19:00
FL05032,2024-01-04,T2,B787,05:09:00,40,40,0,05:49:00
FL05033,2024-07-08,T1,A320,19:15:00,55,74,19,20:29:00
FL05034,2024-10-30,T3,A320,18:15:00,45,62,17,19:17:00
FL05035,2024-09-06,T3,B737,14:04:00,40,47,7,14:51:00
FL05036,2024-05-23,T3,B737,20:10:00,55,55,0,21:05:00
FL05037,2024-12-10,T2,B787,08:05:00,55,74,19,09:19:00
FL05038,2024-11-28,T3,A321,20:14:00,40,41,1,20:55:00
FL05039,2024-06-06,T2,B787,01:59:00,50,52,2,02:51:00
FL05040,2024-03-05,T1,A320,03:39:00,40,44,4,04:23:00
FL05041,2024-11-20,T1,A320,00:52:00,40,45,5,01:37:00
FL05042,2024-09-26,T3,B787,23:55:00,50,73,23,01:08:00
FL05043,2024-03-15,T2,A320,21:00:00,40,39,0,21:39:00
FL05044,2024-01-29,T3,A320,12:37:00,40,42,2,13:19:00
FL05045,2024-11-30,T1,B737,12:17:00,45,65,20,13:22:00
FL05046,2024-08-25,T2,A320,11:59:00,45,40,0,12:39:00
FL05047,2024-06-01,T1,B737,06:45:00,45,46,1,07:31:00
FL05048,2024-04-03,T1,A321,10:07:00,45,57,12,11:04:00
FL05049,2024-08-24,T2,B787,17:00:00,50,56,6,17:56:00
FL05050,2024-11-17,T2,A320,07:01:00,50,63,13,08:04:00
FL05051,2024-04-24,T2,B737,11:51:00,45,47,2,12:38:00
FL05052,2024-10-22,T3,B737,04:06:00,40,37,0,04:43:00
FL05053,2024-08-06,T3,B787,01:11:00,40,44,4,01:55:00
FL05054,2024-09-02,T2,B737,03:04:00,40,57,17,04:01:00
FL05055,2024-02-01,T2,A320,00:05:00,45,61,16,01:06:00
FL05056,2024-01-20,T3,B737,20:29:00,55,63,8,21:32:00
FL05057,2024-02-22,T2,B737,15:05:00,55,68,13,16:13:00
FL05058,2024-07-24,T1,A321,06:26:00,55,68,13,07:34:00
FL05059,2024-08-06,T2,A320,11:38:00,40,64,24,12:42:00
FL05060,2024-07-13,T3,B787,18:19:00,50,53,3,19:12:00
FL05061,2024-10-31,T2,B737,20:00:00,45,44,0,20:44:00
FL05062,2024-07-13,T2,B737,13:46:00,45,46,1,14:32:00
FL05063,2024-12-10,T1,A320,05:48:00,40,47,7,06:35:00
FL05064,2024-03-22,T2,A320,21:18:00,55,78,23,22:36:00
FL05065,2024-01-01,T3,B737,05:07:00,55,67,12,06:14:00
FL05066,2024-06-15,T3,A320,22:48:00,55,75,20,00:03:00
FL05067,2024-11-12,T1,B787,19:10:00,45,52,7,20:02:00
FL05068,2024-07-01,T1,A320,04:46:00,40,41,1,05:27:00
FL05069,2024-12-15,T3,B787,12:45:00,55,57,2,13:42:00
FL05070,2024-09-29,T2,B787,12:04:00,45,67,22,13:11:00
FL05071,2024-06-05,T3,A320,12:41:00,40,38,0,13:19:00
FL05072,2024-12-27,T1,B787,06:22:00,40,51,11,07:13:00
FL05073,2024-07-19,T3,A320,23:49:00,40,44,4,00:33:00
FL05074,2024-07-10,T1,A320,06:27:00,40,63,23,07:30:00
FL05075,2024-12-06,T3,B737,08:44:00,40,38,0,09:22:00
FL05076,2024-10-25,T2,B737,10:38:00,50,49,0,11:27:00
FL05077,2024-03-16,T2,A321,15:37:00,50,71,21,16:48:00
FL05078,2024-05-19,T1,A321,04:35:00,40,62,22,05:37:00
FL05079,2024-11-01,T2,A320,08:19:00,50,49,0,09:08:00
FL05080,2024-07-14,T1,B787,11:56:00,40,52,12,12:48:00
FL05081,2024-03-01,T2,A320,05:36:00,55,73,18,06:49:00
FL05082,2024-12-25,T3,B737,15:31:00,40,36,0,16:07:00
FL05083,2024-11-02,T2,A321,08:00:00,50,55,5,08:55:00
FL05084,2024-11-28,T3,A320,15:10:00,50,71,21,16:21:00
FL05085,2024-12-19,T1,B787,21:36:00,55,50,0,22:26:00
FL05086,2024-03-23,T2,B787,18:01:00,40,55,15,18:56:00
FL05087,2024-11-29,T2,A320,22:31:00,50,51,1,23:22:00
FL05088,2024-01-05,T3,A321,01:48:00,45,51,6,02:39:00
FL05089,2024-08-06,T1,A321,21:42:00,50,52,2,22:34:00
FL05090,2024-09-10,T2,A320,05:27:00,40,46,6,06:13:00
FL05091,2024-03-28,T1,B787,05:14:00,45,54,9,06:08:00
FL05092,2024-07-27,T1,A321,18:54:00,50,58,8,19:52:00
FL05093,2024-06-28,T2,A321,11:38:00,50,74,24,12:52:00
FL05094,2024-07-26,T3,A321,13:00:00,50,64,14,14:04:00
FL05095,2024-09-29,T1,B737,20:52:00,50,45,0,21:37:00
FL05096,2024-03-05,T1,A320,02:35:00,50,65,15,03:40:00
FL05097,2024-01-21,T2,A321,21:35:00,40,37,0,22:12:00
FL05098,2024-06-25,T1,A321,14:46:00,50,45,0,15:31:00
FL05099,2024-12-28,T2,A320,17:05:00,55,60,5,18:05:00
FL05100,2024-01-22,T1,B737,12:37:00,45,62,17,13:39:00
FL05101,2024-11-20,T3,B787,12:01:00,50,53,3,12:54:00
FL05102,2024-02-05,T3,B787,15:12:00,50,69,19,16:21:00
FL05103,2024-09-06,T3,A320,21:49:00,40,38,0,22:27:00
FL05104,2024-05-28,T3,A321,14:30:00,40,42,2,15:12:00
FL05105,2024-03-13,T2,A321,00:12:00,45,56,11,01:08:00
FL05106,2024-03-31,T2,B787,10:07:00,40,62,22,11:09:00
FL05107,2024-06-24,T2,B787,08:17:00,55,63,8,09:20:00
FL05108,2024-05-05,T2,A320,03:57:00,45,59,14,04:56:00
FL05109,2024-07-22,T2,B737,18:37:00,55,65,10,19:42:00
FL05110,2024-09-02,T3,A320,22:41:00,50,64,14,23:45:00
FL05111,2024-04-08,T1,A320,13:00:00,40,36,0,13:36:00
FL05112,2024-09-27,T1,A320,19:54:00,50,68,18,21:02:00
FL05113,2024-02-13,T3,B737,10:05:00,55,79,24,11:24:00
FL05114,2024-08-09,T3,A320,11:00:00,50,52,2,11:52:00
FL05115,2024-04-06,T2,A320,14:08:00,40,57,17,15:05:00
FL05116,2024-02-05,T2,A320,15:35:00,40,49,9,16:24:00
FL05117,2024-06-16,T1,A321,10:27:00,40,38,0,11:05:00
FL05118,2024-01-30,T1,B737,02:22:00,50,74,24,03:36:00
FL05119,2024-10-08,T2,A321,20:24:00,40,55,15,21:19:00
FL05120,2024-03-25,T2,A321,20:03:00,45,54,9,20:57:00
FL05121,2024-12-22,T3,B787,11:53:00,45,60,15,12:53:00
FL05122,2024-04-30,T2,A320,23:07:00,40,35,0,23:42:00
FL05123,2024-10-13,T3,A321,07:58:00,45,66,21,09:04:00
FL05124,2024-09-04,T2,A320,09:24:00,55,62,7,10:26:00
FL05125,2024-07-02,T1,A320,07:50:00,40,56,16,08:46:00
FL05126,2024-09-09,T3,A320,06:23:00,50,51,1,07:14:00
FL05127,2024-09-29,T1,A321,15:25:00,45,55,10,16:20:00
FL05128,2024-07-27,T3,B787,06:56:00,45,66,21,08:02:00
FL05129,2024-12-19,T3,B737,05:07:00,45,43,0,05:50:00
FL05130,2024-01-24,T1,B787,10:48:00,45,42,0,11:30:00
FL05131,2024-05-01,T1,A320,23:10:00,55,61,6,00:11:00
FL05132,2024-08-12,T2,B787,17:04:00,55,73,18,18:17:00
FL05133,2024-05-02,T3,B787,17:47:00,55,67,12,18:54:00
FL05134,2024-10-20,T2,B787,12:18:00,45,53,8,13:11:00
FL05135,2024-06-21,T3,B737,18:41:00,55,50,0,19:31:00
FL05136,2024-05-22,T2,B787,21:28:00,50,51,1,22:19:00
FL05137,2024-06-17,T1,B737,02:19:00,55,68,13,03:27:00
FL05138,2024-02-26,T1,A321,21:00:00,45,42,0,21:42:00
FL05139,2024-02-11,T2,B787,16:13:00,40,56,16,17:09:00
FL05140,2024-11-04,T1,A320,16:56:00,45,54,9,17:50:00
FL05141,2024-04-28,T2,A321,15:52:00,40,53,13,16:45:00
FL05142,2024-04-30,T3,B737,15:03:00,55,58,3,16:01:00
FL05143,2024-11-07,T3,B737,01:11:00,55,67,12,02:18:00
FL05144,2024-09-07,T1,B787,20:13:00,40,35,0,20:48:00
